gene_accession,UK044D2T0_GuelphTEAMR_S16_L002,UK015H1T0_GuelphTEAMR_S58_L001,UK047D1T0_GuelphTEAMR_S19_L002,PT125H2T1_GuelphTEAMR_S46_L002,UK034H1T0_GuelphTEAMR_S8_L002,PT120D1T1_GuelphTEAMR_S39_L002,UK031D1T0_GuelphTEAMR_S5_L002,PT218D1T1_GuelphTEAMR_S63_L002,PT218H1T0_GuelphTEAMR_S60_L002,PT015H2T0_GuelphTEAMR_S9_L001,PT021D2T0_GuelphTEAMR_S20_L001,UK018D1T0_GuelphTEAMR_S62_L001,PT120D1T0_GuelphTEAMR_S34_L002,PT114D1T0_GuelphTEAMR_S24_L002,UK018H1T0_GuelphTEAMR_S61_L001,PT221D1T1_GuelphTEAMR_S69_L002,PT015H4T0_GuelphTEAMR_S11_L001,PT023H2T0_GuelphTEAMR_S22_L001,UK028D1T0_GuelphTEAMR_S3_L002,PT120H1T0_GuelphTEAMR_S32_L002,UK002H2T0_GuelphTEAMR_S46_L001,PT221H2T1_GuelphTEAMR_S68_L002,UK036H1T0_GuelphTEAMR_S10_L002,PT114H1T0_GuelphTEAMR_S22_L002,PT051H1T0_GuelphTEAMR_S33_L001,PT114D1T1_GuelphTEAMR_S27_L002,PT221H1T1_GuelphTEAMR_S67_L002,PT021H2T0_GuelphTEAMR_S18_L001,PT024D1T0_GuelphTEAMR_S26_L001,UK014D1T0_GuelphTEAMR_S57_L001,PT120D2T0_GuelphTEAMR_S35_L002,UK008D1T0_GuelphTEAMR_S52_L001,PT205H4T1_GuelphTEAMR_S58_L002,UK008H1T0_GuelphTEAMR_S51_L001,PT017D1T0_GuelphTEAMR_S14_L001,PT120H1T1_GuelphTEAMR_S37_L002,PT012D1T0_GuelphTEAMR_S5_L001,PT021D1T0_GuelphTEAMR_S19_L001,PT053H1T0_GuelphTEAMR_S41_L001,UK012H1T0_GuelphTEAMR_S53_L001,UK031H1T0_GuelphTEAMR_S4_L002,UK038D2T0_GuelphTEAMR_S13_L002,UK026D1T0_GuelphTEAMR_S1_L002,PT218D1T0_GuelphTEAMR_S61_L002,PT125D1T0_GuelphTEAMR_S44_L002,UK015D1T0_GuelphTEAMR_S60_L001,PT221D1T0_GuelphTEAMR_S66_L002,PT010D1T0_GuelphTEAMR_S3_L001,UK020D1T0_GuelphTEAMR_S67_L001,UK033H1T0_GuelphTEAMR_S6_L002,PT014D1T0_GuelphTEAMR_S7_L001,PT054H1T0_GuelphTEAMR_S43_L001,PT120H2T0_GuelphTEAMR_S33_L002,PT046D1T0_GuelphTEAMR_S30_L001,UK036D1T0_GuelphTEAMR_S11_L002,UK019H2T0_GuelphTEAMR_S64_L001,PT024D1T0B_GuelphTEAMR_S71_L002,UK053D1T0_GuelphTEAMR_S21_L002,UK014H2T0_GuelphTEAMR_S56_L001,PT131H2T0_GuelphTEAMR_S49_L002,PT205H2T0_GuelphTEAMR_S54_L002,PT026D1T0_GuelphTEAMR_S28_L001,UK053H1T0_GuelphTEAMR_S20_L002,PT120D3T1_GuelphTEAMR_S41_L002,PT052H1T0_GuelphTEAMR_S39_L001,PT114H2T1_GuelphTEAMR_S26_L002,UK019H1T0_GuelphTEAMR_S63_L001,PT051D1T0_GuelphTEAMR_S35_L001,UK002H1T0_GuelphTEAMR_S45_L001,PT131D1T0_GuelphTEAMR_S50_L002,PT050D1T0_GuelphTEAMR_S32_L001,PT131D1T1_GuelphTEAMR_S53_L002,UK026H1T0_GuelphTEAMR_S68_L001,PT019H2T0_GuelphTEAMR_S16_L001,PT015D1T0_GuelphTEAMR_S12_L001,UK005D1T0_GuelphTEAMR_S50_L001,UK034D1T0_GuelphTEAMR_S9_L002,PT019D1T0_GuelphTEAMR_S17_L001,PT051D3T0_GuelphTEAMR_S37_L001,PT012H1T0_GuelphTEAMR_S4_L001,UK044D1T0_GuelphTEAMR_S15_L002,UK036D1T0B_GuelphTEAMR_S76_L002,PT131H1T0_GuelphTEAMR_S48_L002,UK047D1T0B_GuelphTEAMR_S77_L002,PT205H4T0_GuelphTEAMR_S55_L002,PT019D1T0B_GuelphTEAMR_S70_L002,UK014H1T0_GuelphTEAMR_S55_L001,UK015H2T0_GuelphTEAMR_S59_L001,UK002D1T0_GuelphTEAMR_S47_L001,PT015H1T0_GuelphTEAMR_S8_L001,PT125H1T1_GuelphTEAMR_S45_L002,PT023H1T0_GuelphTEAMR_S21_L001,PT054D1T0_GuelphTEAMR_S44_L001,PT015H3T0_GuelphTEAMR_S10_L001,PT125H2T0_GuelphTEAMR_S43_L002,PT125D1T1_GuelphTEAMR_S47_L002,PT046H1T0_GuelphTEAMR_S29_L001,PT010H2T0_GuelphTEAMR_S2_L001,PT010H1T0_GuelphTEAMR_S1_L001,UK019D1T0_GuelphTEAMR_S65_L001,PT218H1T1_GuelphTEAMR_S62_L002,PT120D3T0_GuelphTEAMR_S36_L002,PT114H2T0_GuelphTEAMR_S23_L002,PT014H1T0_GuelphTEAMR_S6_L001,PT114H1T1_GuelphTEAMR_S25_L002,PT024H1T0_GuelphTEAMR_S24_L001,PT051D2T0_GuelphTEAMR_S36_L001,PT118H1T1_GuelphTEAMR_S30_L002,UK014D1T0B_GuelphTEAMR_S75_L002,UK012D1T0_GuelphTEAMR_S54_L001,PT205D1T0_GuelphTEAMR_S56_L002,PT131H1T1_GuelphTEAMR_S51_L002,PT221H1T0_GuelphTEAMR_S64_L002,PT221H2T0_GuelphTEAMR_S65_L002,UK047H1T0_GuelphTEAMR_S18_L002,PT120H2T1_GuelphTEAMR_S38_L002,PT131H2T1_GuelphTEAMR_S52_L002,PT118H1T0_GuelphTEAMR_S28_L002,PT017H1T0_GuelphTEAMR_S13_L001,PT051H2T0_GuelphTEAMR_S34_L001,UK038H1T0_GuelphTEAMR_S12_L002,PT024H2T0_GuelphTEAMR_S25_L001,UK020H1T0_GuelphTEAMR_S66_L001,UK028H1T0_GuelphTEAMR_S2_L002,PT120D2T1_GuelphTEAMR_S40_L002,PT118D1T1_GuelphTEAMR_S31_L002,PT019H1T0_GuelphTEAMR_S15_L001,PT205D1T1_GuelphTEAMR_S59_L002,PT026H1T0_GuelphTEAMR_S27_L001,PT052D1T0_GuelphTEAMR_S40_L001,UK005H1T0_GuelphTEAMR_S48_L001,PT050H1T0_GuelphTEAMR_S31_L001,PT125H1T0_GuelphTEAMR_S42_L002,PT051D5T0_GuelphTEAMR_S38_L001,UK033D1T0_GuelphTEAMR_S7_L002,PT205H2T1_GuelphTEAMR_S57_L002,PT053D1T0_GuelphTEAMR_S42_L001,UK005H2T0_GuelphTEAMR_S49_L001,UK044D3T0_GuelphTEAMR_S17_L002,PT023D1T0_GuelphTEAMR_S23_L001,UK044H1T0_GuelphTEAMR_S14_L002,PT118D1T0_GuelphTEAMR_S29_L002,PT046D1T0B_GuelphTEAMR_S72_L002,PT050D1T0B_GuelphTEAMR_S73_L002
MEG_6864|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,0.0,0.0,0.0,0.0,53.0,467.0,0.0,583.0,0.0,0.0,137.0,0.0,22.0,1186.0,14.0,0.0,0.0,0.0,0.0,0.0,36.0,126.0,0.0,0.0,8.0,0.0,0.0,0.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,416.0,0.0,305.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,625.0,29.0,0.0,64.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,76.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,346.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0
MEG_86|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,0.0,0.0,0.0,46.0,0.0,514.0,364.0,0.0,0.0,0.0,185.0,0.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,111.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,235.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,22.0,0.0,19.0,0.0,0.0,14.0,626.0,0.0,12.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,539.0,0.0,0.0,0.0,0.0,421.0,644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
MEG_3905|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,20.0,6.0,194.0,225.0,615.0,348.0,0.0,627.0,293.0,770.0,161.0,7.0,863.0,807.0,38.0,778.0,533.0,599.0,635.0,536.0,0.0,490.0,646.0,753.0,8.0,610.0,594.0,375.0,124.0,0.0,854.0,733.0,45.0,799.0,13.0,626.0,11.0,382.0,667.0,0.0,570.0,0.0,32.0,685.0,815.0,24.0,88.0,370.0,860.0,0.0,10.0,439.0,225.0,31.0,15.0,410.0,170.0,244.0,301.0,716.0,325.0,168.0,339.0,8.0,343.0,804.0,866.0,112.0,0.0,846.0,25.0,782.0,35.0,300.0,823.0,0.0,303.0,0.0,327.0,452.0,23.0,15.0,463.0,144.0,749.0,0.0,66.0,0.0,21.0,33.0,397.0,743.0,4.0,258.0,329.0,664.0,632.0,105.0,0.0,0.0,148.0,14.0,21.0,49.0,387.0,134.0,629.0,61.0,0.0,7.0,26.0,15.0,676.0,758.0,793.0,0.0,712.0,57.0,590.0,714.0,619.0,458.0,0.0,792.0,593.0,334.0,429.0,826.0,634.0,644.0,0.0,41.0,824.0,405.0,0.0,645.0,0.0,0.0,310.0,715.0,0.0,20.0,19.0,21.0
MEG_2160|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,12.0,27.0,118.0,121.0,412.0,533.0,5.0,430.0,442.0,531.0,103.0,0.0,588.0,585.0,68.0,521.0,305.0,426.0,587.0,413.0,436.0,322.0,436.0,504.0,14.0,394.0,425.0,234.0,80.0,315.0,579.0,524.0,362.0,540.0,501.0,439.0,130.0,311.0,422.0,0.0,322.0,6.0,26.0,603.0,546.0,17.0,66.0,515.0,616.0,59.0,11.0,562.0,162.0,13.0,16.0,249.0,97.0,151.0,543.0,507.0,234.0,498.0,179.0,549.0,240.0,553.0,592.0,61.0,507.0,562.0,19.0,523.0,43.0,193.0,547.0,0.0,158.0,0.0,252.0,366.0,8.0,8.0,357.0,101.0,515.0,7.0,36.0,40.0,7.0,37.0,306.0,497.0,547.0,143.0,185.0,463.0,533.0,424.0,0.0,5.0,358.0,568.0,139.0,79.0,211.0,68.0,435.0,42.0,321.0,4.0,112.0,254.0,481.0,513.0,558.0,361.0,505.0,20.0,456.0,495.0,498.0,317.0,30.0,547.0,475.0,194.0,316.0,564.0,485.0,455.0,214.0,29.0,556.0,311.0,505.0,471.0,14.0,0.0,255.0,479.0,0.0,18.0,23.0,17.0
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,13.0,0.0,0.0,329.0,0.0,1621.0,0.0,1227.0,253.0,1441.0,122.0,0.0,1331.0,1652.0,175.0,1658.0,348.0,1294.0,213.0,0.0,1403.0,21.0,1201.0,1576.0,0.0,21.0,0.0,602.0,64.0,0.0,707.0,337.0,235.0,0.0,1596.0,0.0,452.0,209.0,729.0,0.0,817.0,0.0,0.0,1271.0,0.0,15.0,143.0,1446.0,0.0,213.0,0.0,302.0,356.0,0.0,0.0,652.0,93.0,0.0,25.0,1582.0,0.0,1632.0,0.0,1730.0,158.0,1746.0,325.0,0.0,28.0,205.0,65.0,0.0,0.0,529.0,1681.0,0.0,41.0,0.0,0.0,709.0,22.0,0.0,733.0,0.0,1237.0,0.0,52.0,0.0,18.0,120.0,774.0,234.0,0.0,469.0,593.0,0.0,1741.0,1131.0,0.0,0.0,1013.0,1804.0,34.0,205.0,442.0,264.0,598.0,114.0,0.0,0.0,0.0,796.0,0.0,1620.0,1739.0,1000.0,1623.0,0.0,1198.0,38.0,1096.0,994.0,0.0,1579.0,442.0,214.0,867.0,1723.0,95.0,1364.0,65.0,0.0,1271.0,0.0,626.0,1121.0,0.0,0.0,0.0,554.0,0.0,0.0,0.0,40.0
MEG_6686|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_1157|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_3565|Drugs|betalactams|Class_A_betalactamases|LEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_1879|Drugs|betalactams|Class_C_betalactamases|CMY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,835.0,783.0,830.0,831.0,821.0,847.0,818.0,828.0,765.0,820.0,853.0,836.0,812.0,865.0,718.0,887.0,740.0,698.0,856.0,830.0,615.0,818.0,817.0,777.0,834.0,857.0,871.0,810.0,835.0,846.0,807.0,855.0,568.0,757.0,874.0,831.0,853.0,847.0,758.0,821.0,618.0,838.0,829.0,838.0,822.0,856.0,825.0,784.0,791.0,644.0,806.0,821.0,819.0,859.0,847.0,688.0,835.0,858.0,869.0,816.0,826.0,881.0,806.0,869.0,624.0,753.0,869.0,849.0,869.0,832.0,851.0,837.0,824.0,811.0,785.0,764.0,830.0,843.0,850.0,817.0,835.0,836.0,814.0,830.0,308.0,852.0,894.0,792.0,828.0,721.0,821.0,822.0,838.0,704.0,828.0,844.0,805.0,830.0,780.0,704.0,753.0,811.0,255.0,743.0,798.0,819.0,865.0,810.0,858.0,867.0,841.0,831.0,870.0,862.0,599.0,809.0,808.0,809.0,817.0,848.0,806.0,764.0,793.0,807.0,849.0,858.0,832.0,115.0,724.0,812.0,777.0,811.0,806.0,837.0,832.0,612.0,847.0,853.0,843.0,866.0,759.0,849.0,863.0,861.0
MEG_7174|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,919.0,1334.0,0.0,1483.0,1661.0,1861.0,0.0,1435.0,1288.0,1250.0,1266.0,970.0,0.0,0.0,1162.0,0.0,1483.0,993.0,0.0,1699.0,1066.0,1569.0,1616.0,1331.0,1628.0,0.0,1441.0,1079.0,1550.0,0.0,1025.0,0.0,1339.0,1706.0,1581.0,1559.0,840.0,1198.0,854.0,1454.0,619.0,0.0,0.0,1268.0,0.0,583.0,1858.0,1218.0,0.0,1751.0,1298.0,1232.0,1618.0,1869.0,357.0,1254.0,1845.0,0.0,857.0,1677.0,995.0,1192.0,1443.0,1581.0,1197.0,935.0,836.0,1107.0,1421.0,0.0,811.0,0.0,1496.0,1478.0,925.0,0.0,0.0,1602.0,1084.0,1369.0,1080.0,328.0,1118.0,0.0,929.0,1666.0,1396.0,1339.0,988.0,886.0,1497.0,1244.0,1150.0,1638.0,1486.0,0.0,1372.0,1726.0,1627.0,0.0,1314.0,1172.0,0.0,711.0,1414.0,1186.0,1070.0,1103.0,0.0,0.0,1386.0,1464.0,1337.0,1100.0,1344.0,1614.0,1474.0,1167.0,1387.0,1348.0,1265.0,1504.0,1217.0,1131.0,1575.0,1192.0,1616.0,0.0,1470.0,1226.0,1635.0,1063.0,1025.0,0.0,745.0,851.0,1640.0,1386.0,675.0,1721.0,1394.0,1017.0,1650.0,816.0
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,8.0,15.0,117.0,102.0,347.0,501.0,6.0,426.0,409.0,478.0,66.0,6.0,566.0,323.0,58.0,493.0,252.0,414.0,560.0,344.0,349.0,241.0,342.0,493.0,7.0,316.0,354.0,150.0,57.0,258.0,545.0,482.0,300.0,516.0,450.0,443.0,101.0,220.0,430.0,0.0,264.0,0.0,25.0,564.0,507.0,14.0,56.0,476.0,569.0,52.0,0.0,538.0,109.0,28.0,5.0,214.0,67.0,131.0,504.0,473.0,205.0,462.0,134.0,540.0,226.0,516.0,560.0,35.0,496.0,546.0,15.0,489.0,39.0,83.0,549.0,0.0,106.0,6.0,170.0,334.0,13.0,6.0,308.0,68.0,471.0,0.0,23.0,20.0,9.0,27.0,230.0,454.0,526.0,93.0,175.0,413.0,515.0,384.0,0.0,0.0,325.0,540.0,95.0,49.0,226.0,40.0,406.0,36.0,256.0,0.0,89.0,214.0,445.0,457.0,558.0,338.0,486.0,24.0,394.0,459.0,473.0,186.0,18.0,540.0,449.0,168.0,238.0,557.0,416.0,362.0,206.0,20.0,528.0,248.0,478.0,431.0,22.0,0.0,137.0,430.0,0.0,14.0,16.0,11.0
MEG_3553|Drugs|betalactams|Class_A_betalactamases|LEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_2162|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
